project_id,Project Name,Voluntary Registry,Voluntary Status,Scope,Type,Reduction / Removal,Methodology / Protocol,Region,Documents,Country,State,Project Site Location,Project Developer,Total Credits Issued,Total Credits Retired,Total Credits Remaining,CCB / Certifications,Project Owner,Offset Project Operator,Authorized Project Designee,Verifier,Registry / ARB,Project Listed,Project Registered,Project Type,Registry Documents,Project Website,Project Images,10% of Total Credits Issued
GS2566,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-054,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,70023,0,70023,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/438,https://registry.goldstandard.org/projects/details/422,https://www.household-biogas.com/wp-content/uploads/2013/08/Sichuan-Housheold.jpg,7002.3
GS2567,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-055,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,69102,0,69102,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/439,https://registry.goldstandard.org/projects/details/423,https://www.household-biogas.com/wp-content/uploads/2013/08/Sichuan-Household-with-Dog.jpg,6910.200000000001
GS2568,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-056,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,69103,0,69103,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/440,https://registry.goldstandard.org/projects/details/424,https://www.household-biogas.com/wp-content/uploads/2022/06/Applying_Biodigester_Fertilizer_in_the_field-630x440-1.jpg,6910.3
GS2569,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-057,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,69102,0,69102,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/441,https://registry.goldstandard.org/projects/details/425,https://www.household-biogas.com/wp-content/uploads/2022/06/Applying_Biodigester_Fertilizer_in_the_field-630x440-1.jpg,6910.200000000001
GS2570,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-058,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.C. Thermal energy production with or without electricity,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,69103,0,69103,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/442,https://registry.goldstandard.org/projects/details/426,https://www.household-biogas.com/wp-content/uploads/2022/06/Applying_Biodigester_Fertilizer_in_the_field-630x440-1.jpg,6910.3
GS2571,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-059,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.C. Thermal energy production with or without electricity,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,69102,0,69102,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/443,https://registry.goldstandard.org/projects/details/427,https://www.household-biogas.com/wp-content/uploads/2022/06/Applying_Biodigester_Fertilizer_in_the_field-630x440-1.jpg,6910.200000000001
GS2572,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-060,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,69103,0,69103,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/444,https://registry.goldstandard.org/projects/details/428,https://www.household-biogas.com/wp-content/uploads/2022/06/Applying_Biodigester_Fertilizer_in_the_field-630x440-1.jpg,6910.3
GS2573,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-061,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,69102,0,69102,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/445,https://registry.goldstandard.org/projects/details/429,https://www.household-biogas.com/wp-content/uploads/2022/06/Applying_Biodigester_Fertilizer_in_the_field-630x440-1.jpg,6910.200000000001
GS2574,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-062,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,69102,0,69102,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/446,https://registry.goldstandard.org/projects/details/430,https://www.household-biogas.com/wp-content/uploads/2022/06/Applying_Biodigester_Fertilizer_in_the_field-630x440-1.jpg,6910.200000000001
GS2575,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-063,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,69340,0,69340,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/447,https://registry.goldstandard.org/projects/details/431,https://www.household-biogas.com/wp-content/uploads/2022/06/Applying_Biodigester_Fertilizer_in_the_field-630x440-1.jpg,6934.0
GS2576,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-064,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-III.R. Methane recovery in agricultural activities at household/small farm level,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,69922,0,69922,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/448,https://registry.goldstandard.org/projects/details/432,https://www.upm-cdm.eu/wp-content/uploads/2019/05/news-04-610x369.jpg,6992.200000000001
GS2577,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-065,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,71727,0,71727,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/449,https://registry.goldstandard.org/projects/details/433,https://www.upm-cdm.eu/wp-content/uploads/2019/05/news-04-610x369.jpg,7172.700000000001
GS2578,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-066,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,71192,0,71192,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/450,https://registry.goldstandard.org/projects/details/434,https://www.upm-cdm.eu/wp-content/uploads/2019/05/news-04-610x369.jpg,7119.200000000001
GS2579,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-067,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,69102,0,69102,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/451,https://registry.goldstandard.org/projects/details/435,https://www.household-biogas.com/wp-content/uploads/2022/06/Applying_Biodigester_Fertilizer_in_the_field-630x440-1.jpg,6910.200000000001
GS2580,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-068,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,69025,0,69025,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/452,https://registry.goldstandard.org/projects/details/436,https://www.upm-cdm.eu/wp-content/uploads/2022/05/May-News-Release_9th_PoA_Issuance-630x440.jpeg,6902.5
GS2581,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-069,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,69496,0,69496,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/453,https://registry.goldstandard.org/projects/details/437,https://www.upm-cdm.eu/wp-content/uploads/2019/04/E8A4611-small-670x402.jpg,6949.6
GS2582,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-070,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,69479,0,69479,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/454,https://registry.goldstandard.org/projects/details/438,https://www.upm-cdm.eu/wp-content/uploads/2019/04/E8A4611-small-670x402.jpg,6947.900000000001
GS2583,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-071,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,60766,0,60766,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/455,https://registry.goldstandard.org/projects/details/439,https://www.upm-cdm.eu/wp-content/uploads/2019/04/E8A4611-small-670x402.jpg,6076.6
GS2584,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-072,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,70556,0,70556,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/456,https://registry.goldstandard.org/projects/details/440,https://www.upm-cdm.eu/wp-content/uploads/2019/04/E8A4611-small-670x402.jpg,7055.6
GS2585,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-073,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.I. Biogas/biomass thermal applications for households/small users,East Asia,,China,,,Chengdu Oasis Science & Technology Co Ltd,51619,0,51619,,Chengdu Oasis Science & Technology Co Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/457,https://registry.goldstandard.org/projects/details/441,https://www.upm-cdm.eu/wp-content/uploads/2019/04/E8A4611-small-670x402.jpg,5161.900000000001
GS2587,Henan Sheqi Xiawaxiang Wind Farm Phase I Project,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,East Asia,,China,,,Climate Bridge (Shanghai) Ltd.,164774,"2,645",162129,,Goldchina Consultancy International Co. Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/458,https://registry.goldstandard.org/projects/details/442,https://apicms.thestar.com.my/uploads/images/2023/01/16/1903675.png,16477.4
GS2588,Zhangbei Danjinghe Phase III 49.5MW Wind Power Project,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,East Asia,,China,,,"Goldchina Consultancy International Co., Ltd",267639,"118,258",149381,,Goldchina Consultancy International Co. Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/459,https://registry.goldstandard.org/projects/details/443,https://lh3.googleusercontent.com/proxy/6DI-xiCWoYuq5fx7P4AL1nEoSGjMJFdy1RrmLwKV0mLOiYS5gY3yf8m9Fs4ogaGmzBDLmY2qGYGb-c2A,26763.9
GS2596,Sincik Wind Power Plant,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,,Turkey,,,TEKTUG ELEKTRIK ÜRETIM ANAONIM SIRKETI,61323,0,61323,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/462,https://registry.goldstandard.org/projects/details/446,https://lh3.googleusercontent.com/proxy/6DI-xiCWoYuq5fx7P4AL1nEoSGjMJFdy1RrmLwKV0mLOiYS5gY3yf8m9Fs4ogaGmzBDLmY2qGYGb-c2A,6132.3
GS2641,Shuicheng Rural Methane Digesters Project in Guizhou Province,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.C. Thermal energy production with or without electricity,East Asia,,China,,,"Guizhou Honor Carbon Asset Management Co., Ltd",183969,"160,890",23079,,Guizhou Honor Carbon Asset Management Co. Ltd,,,,GOLD,,,Biogas - Electricity,https://platform.sustain-cert.com/public-project/466,https://registry.goldstandard.org/projects/details/450,https://www.goclimate.com/blog/wp-content/uploads/2019/08/BIOGAS4.jpg,18396.9
GS2644,Yuqing Rural Methane Digesters Project in Guizhou Province.,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.C. Thermal energy production with or without electricity,East Asia,,China,,,"Guizhou Honor Carbon Asset Management Co., Ltd",315190,"180,029",135161,,Guizhou Honor Carbon Asset Management Co. Ltd,,,,GOLD,,,Biogas - Electricity,https://platform.sustain-cert.com/public-project/469,https://registry.goldstandard.org/projects/details/453,https://www.goclimate.com/blog/wp-content/uploads/2019/08/20171013133103.jpg,31519.0
GS2664,Haikou Rural Methane Digesters Project in Hainan Province,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.C. Thermal energy production with or without electricity,East Asia,,China,,,"Guizhou Honor Carbon Asset Management Co., Ltd",329624,"251,643",77981,,Guizhou Honor Carbon Asset Management Co. Ltd,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/476,https://registry.goldstandard.org/projects/details/461,https://benk55.sg-host.com/wp-content/uploads/2021/09/Haikou-Biogas_08_thumb.jpg,32962.4
GS2665,Wenchang Rural Methane Digesters Project in Hainan Province,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.C. Thermal energy production with or without electricity,East Asia,,China,,,"Guizhou Honor Carbon Asset Management Co., Ltd",360074,"200,257",159817,,Guizhou Honor Carbon Asset Management Co. Ltd,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/477,https://registry.goldstandard.org/projects/details/462,https://beyondneutral.com/wp-content/uploads/2022/03/biogas-digester-under-construction-shutterstock_1425653309.jpg,36007.4
GS2681,Ova Wind Power Plant,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,,Turkey,,,Cagla Balci Eris,86925,"60,768",26157,,Cagla Balci Eris,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1539,https://registry.goldstandard.org/projects/details/1537,https://1.bp.blogspot.com/-6kQYIZJDEDc/WFI-Mtnu2PI/AAAAAAAAxVk/5jRFHKfT9hUM4OVvaWsGz4RslLx1Za-MACLcB/s640/e644cd140d.jpg,8692.5
GS2682,Kavakli Wind Power Plant,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,,Turkey,,,Cagla Balci Eris,594157,"199,744",394413,,Briza Ruzgar Elektrik Uretim San.ve Tic. A.S.,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/483,https://registry.goldstandard.org/projects/details/467,https://pbs.twimg.com/media/B12IwrJCEAAAHDm?format=jpg&name=large,59415.700000000004
